DATE,STATION_ID,NAME,COUNTRY,YEAR,MONTH,TMAX,BASELINE,ZSCORE,EVENT_TYPE,SEVERITY
2009-01-14,TH000048351,UTTARADIT,Thailand,2009,1,27.1,32.59070631970262,-2.8654831234281564,Cold Snap,2.87
2022-03-23,IDM00096615,RAHADI USMAN,Indonesia,2022,3,35.2,31.969354838709688,2.8709394454231862,Heatwave,2.87
2019-04-24,MYM00096421,SIBU,Malaysia,2019,4,29.1,33.04981818181817,-2.867848369336516,Cold Snap,2.87
2005-05-05,ID000096163,PADANG/TABING,Indonesia,2005,5,29.2,31.70892388451443,-2.8664936010440707,Cold Snap,2.87
2010-12-21,ID000097900,SAUMLAKI/OLILIT,Indonesia,2010,12,28.2,32.877163461538466,-2.8733114526974886,Cold Snap,2.87
2022-12-29,IDM00097320,ALOR/MALI/KALABAHI,Indonesia,2022,12,28.7,32.572660098522206,-2.871762978318029,Cold Snap,2.87
2001-11-24,TH000048300,MAE HONG SON,Thailand,2001,11,26.3,30.993399339933994,-2.8681784805549726,Cold Snap,2.87
2009-05-18,MY000096491,SANDAKAN,Malaysia,2009,5,29.3,32.785964912280726,-2.8726173462579827,Cold Snap,2.87
2023-05-13,IDM00097722,AMAHAI,Indonesia,2023,5,27.4,30.242580645161297,-2.866411296151054,Cold Snap,2.87
2011-05-27,IDM00097722,AMAHAI,Indonesia,2011,5,27.4,30.242580645161297,-2.866411296151054,Cold Snap,2.87
2019-07-07,IDM00097240,MATARAM-LOMBOK INTL AIRPORT,Indonesia,2019,7,33.7,30.647896440129436,2.868166492214654,Heatwave,2.87
2006-04-30,TH000048325,MAE SARIANG,Thailand,2006,4,31.8,38.29294117647058,-2.873178338649313,Cold Snap,2.87
2020-11-25,IDM00097796,KOKONAO/TIMUKA,Indonesia,2020,11,28.4,32.5675,-2.8687058872262465,Cold Snap,2.87
2010-08-07,VMM00048914,CA MAU,Vietnam,2010,8,27.5,31.92021857923499,-2.872036804396154,Cold Snap,2.87
2007-03-25,TH000048565,PHUKET AIRPORT,Thailand,2007,3,29.6,33.82601010101014,-2.8729414510060156,Cold Snap,2.87
2017-12-19,IDM00097028,TOLI-TOLI/LALOS,Indonesia,2017,12,34.7,31.365586034912713,2.8676166764122843,Heatwave,2.87
2017-12-24,IDM00097028,TOLI-TOLI/LALOS,Indonesia,2017,12,34.7,31.365586034912713,2.8676166764122843,Heatwave,2.87
2010-09-05,IDM00097192,BAU-BAU/BETO AMBIRI,Indonesia,2010,9,29.4,32.9355504587156,-2.8664553940070627,Cold Snap,2.87
2019-02-27,IDM00096839,ACHMAD YANI,Indonesia,2019,2,34.2,30.904406779660995,2.8745100355871145,Heatwave,2.87
2010-02-26,ID000096145,TAREMPA,Indonesia,2010,2,33.1,29.333705357142858,2.867373374708782,Heatwave,2.87
2014-12-03,ID000096145,TAREMPA,Indonesia,2014,12,33.2,29.48122362869198,2.8694902837947724,Heatwave,2.87
2000-06-27,TH000048328,LAMPANG,Thailand,2000,6,29.1,34.54748858447493,-2.868497653711325,Cold Snap,2.87
2010-08-20,IDM00097530,RENDANI,Indonesia,2010,8,28.4,31.640418118466897,-2.8612961087621933,Cold Snap,2.86
2006-08-30,IDM00097530,RENDANI,Indonesia,2006,8,28.4,31.640418118466897,-2.8612961087621933,Cold Snap,2.86
2008-08-07,MYM00048647,SULTAN ABDUL AZIZ SHAH INTL,Malaysia,2008,8,29.6,33.17565543071161,-2.858438624820402,Cold Snap,2.86
2009-05-24,IDM00097300,WAI OTI,Indonesia,2009,5,29.5,32.3420365535248,-2.856304317450201,Cold Snap,2.86
2012-06-13,ID000097560,BIAK/FRANS KAISIEPO,Indonesia,2012,6,27.6,30.302153846153832,-2.8561250556423823,Cold Snap,2.86
2012-06-05,ID000097560,BIAK/FRANS KAISIEPO,Indonesia,2012,6,27.6,30.302153846153832,-2.8561250556423823,Cold Snap,2.86
2011-06-14,IDM00097876,TANAH MERAH,Indonesia,2011,6,25.4,29.874842767295583,-2.856796970804833,Cold Snap,2.86
2000-10-17,VMM00048840,THANH HOA,Vietnam,2000,10,22.0,29.09944289693596,-2.8649977837287377,Cold Snap,2.86
2017-12-20,TH000048450,KANCHANABURI,Thailand,2017,12,25.5,32.0259567387687,-2.859533225471335,Cold Snap,2.86
2021-11-15,IDM00096249,H AS HANANDJOEDDIN,Indonesia,2021,11,26.6,30.952144469525958,-2.8624000310494835,Cold Snap,2.86
2020-11-05,IDM00096737,SERANG,Indonesia,2020,11,28.4,32.918377088305476,-2.8567589834793092,Cold Snap,2.86
2014-06-19,ID000097560,BIAK/FRANS KAISIEPO,Indonesia,2014,6,27.6,30.302153846153832,-2.8561250556423823,Cold Snap,2.86
2006-05-17,TH000048376,TAK,Thailand,2006,5,26.0,35.71964636542241,-2.85538505801964,Cold Snap,2.86
2024-01-23,IDM00097796,KOKONAO/TIMUKA,Indonesia,2024,1,29.3,33.050620347394535,-2.863909440875546,Cold Snap,2.86
2016-01-10,IDM00097796,KOKONAO/TIMUKA,Indonesia,2016,1,29.3,33.050620347394535,-2.863909440875546,Cold Snap,2.86
2022-08-26,IDM00096109,SULTAN SYARIF KASIM II,Indonesia,2022,8,29.0,32.91999999999999,-2.860064194572643,Cold Snap,2.86
2009-03-23,IDM00097748,GESER,Indonesia,2009,3,35.4,31.925474254742568,2.8582986996991884,Heatwave,2.86
2000-08-23,RP000982230,LAOAG,Philippines,2000,8,26.7,31.593292682926837,-2.860879798210621,Cold Snap,2.86
2015-05-18,BMM00048042,MANDALAY,Myanmar,2015,5,28.2,37.46522727272728,-2.8575022578525466,Cold Snap,2.86
2005-12-09,TH000048569,HAT YAI,Thailand,2005,12,25.2,30.595061728395084,-2.859685081162008,Cold Snap,2.86
2016-12-03,TH000048569,HAT YAI,Thailand,2016,12,25.2,30.595061728395084,-2.859685081162008,Cold Snap,2.86
2021-11-28,IDM00096837,SEMARANG,Indonesia,2021,11,28.4,33.03707865168538,-2.860662132974249,Cold Snap,2.86
2000-08-08,IDM00097126,MASAMBA/ANDI JEMMA,Indonesia,2000,8,27.2,31.088888888888885,-2.8593390411725923,Cold Snap,2.86
2006-08-04,IDM00097126,MASAMBA/ANDI JEMMA,Indonesia,2006,8,27.2,31.088888888888885,-2.8593390411725923,Cold Snap,2.86
2015-09-28,IDM00096087,BATAM/HANG NADIM,Indonesia,2015,9,34.9,31.526303317535543,2.856489282044459,Heatwave,2.86
2022-11-28,IDM00097810,TUAL/DUMATUBUN,Indonesia,2022,11,29.2,32.631782945736425,-2.858200103774058,Cold Snap,2.86
2007-08-25,IDM00096109,SULTAN SYARIF KASIM II,Indonesia,2007,8,29.0,32.91999999999999,-2.860064194572643,Cold Snap,2.86
2008-08-03,IDM00097126,MASAMBA/ANDI JEMMA,Indonesia,2008,8,27.2,31.088888888888885,-2.8593390411725923,Cold Snap,2.86
2018-10-18,MYM00048674,MERSING,Malaysia,2018,10,27.9,32.624083769633486,-2.861769601614803,Cold Snap,2.86
2004-11-03,IDM00097028,TOLI-TOLI/LALOS,Indonesia,2004,11,34.2,31.669354838709662,2.8604008478386773,Heatwave,2.86
2011-08-27,TH000048517,CHUMPHON,Thailand,2011,8,27.0,32.132832080200494,-2.86323204760585,Cold Snap,2.86
2002-04-23,TH000048356,SAKON NAKHON,Thailand,2002,4,27.0,35.73255813953488,-2.8570826567703786,Cold Snap,2.86
2000-08-05,SNM00048698,SINGAPORE CHANGI INTL,Singapore,2000,8,28.1,31.53660377358493,-2.862650942475558,Cold Snap,2.86
2013-09-05,LAM00048940,WATTAY INTL,Laos,2013,9,27.1,32.186702127659565,-2.857779930109325,Cold Snap,2.86
2015-07-02,TH000048357,NAKHON PHANOM,Thailand,2015,7,38.4,31.642094017094028,2.8563368651829566,Heatwave,2.86
2011-01-21,IDM00096741,JAKARTA/TANJUNG PRIOK,Indonesia,2011,1,26.6,31.125954198473284,-2.864489237106475,Cold Snap,2.86
2021-12-01,IDM00096087,BATAM/HANG NADIM,Indonesia,2021,12,34.4,30.613362068965532,2.859418481188963,Heatwave,2.86
2021-10-16,LAM00048930,LUANG PHABANG INTL,Laos,2021,10,27.0,32.44170731707319,-2.8591934645261596,Cold Snap,2.86
2010-05-12,IDM00096973,KALIANGET (MADURA IS),Indonesia,2010,5,29.1,31.74201312910284,-2.8621478549037165,Cold Snap,2.86
2024-09-23,IDM00096655,TJILIK RIWUT,Indonesia,2024,9,29.0,33.22107728337235,-2.864880222289442,Cold Snap,2.86
2004-09-11,IDM00096655,TJILIK RIWUT,Indonesia,2004,9,29.0,33.22107728337235,-2.864880222289442,Cold Snap,2.86
2023-07-31,ID000097690,JAYAPURA/SENTANI,Indonesia,2023,7,36.9,32.3150819672131,2.8566485314492525,Heatwave,2.86
2021-09-03,IDM00096655,TJILIK RIWUT,Indonesia,2021,9,29.0,33.22107728337235,-2.864880222289442,Cold Snap,2.86
2009-01-12,TH000048426,LOP BURI,Thailand,2009,1,27.4,32.86878612716759,-2.8614839383068325,Cold Snap,2.86
2002-12-28,IDM00096525,TANJUNG SELOR,Indonesia,2002,12,27.1,32.000449438202246,-2.8586134883567333,Cold Snap,2.86
2004-04-01,IDM00097182,UJANG PANDANG/PAOTERE,Indonesia,2004,4,35.7,32.3807058823529,2.855143489561256,Heatwave,2.86
2021-08-13,RPW00041229,MANILA,Philippines,2021,8,35.5,31.344779582366577,2.8596487580808807,Heatwave,2.86
2006-10-11,TH000048303,CHIANG RAI,Thailand,2006,10,26.3,31.330395683453297,-2.8601695757886674,Cold Snap,2.86
2014-01-05,SNM00048698,SINGAPORE CHANGI INTL,Singapore,2014,1,26.4,30.750877192982443,-2.8559441115787103,Cold Snap,2.86
2000-07-28,ID000097900,SAUMLAKI/OLILIT,Indonesia,2000,7,26.8,29.063675213675197,-2.8629188288661336,Cold Snap,2.86
2012-07-04,ID000097900,SAUMLAKI/OLILIT,Indonesia,2012,7,26.8,29.063675213675197,-2.8629188288661336,Cold Snap,2.86
2023-11-10,IDM00096797,TEGAL,Indonesia,2023,11,36.1,32.63073047858941,2.859379571074044,Heatwave,2.86
2007-05-02,TH000048568,SONGKHLA,Thailand,2007,5,29.7,33.6942913385827,-2.855057793504027,Cold Snap,2.86
2016-07-20,IDM00096739,BUDIARTO,Indonesia,2016,7,30.0,32.7660621761658,-2.8601547905828317,Cold Snap,2.86
2015-02-09,IDM00096001,MAIMUN SALEH,Indonesia,2015,2,28.0,30.44249011857708,-2.8566020197278754,Cold Snap,2.86
2018-02-25,IDM00096001,MAIMUN SALEH,Indonesia,2018,2,28.0,30.44249011857708,-2.8566020197278754,Cold Snap,2.86
2009-01-13,IDM00096933,SURABAYA/PERAK,Indonesia,2009,1,29.0,32.616835016835005,-2.855756069980244,Cold Snap,2.86
2007-10-10,TH000048353,LOEI,Thailand,2007,10,26.3,31.765707964601756,-2.862980131744169,Cold Snap,2.86
2008-06-18,TH000048431,NAKHON RATCHASIMA,Thailand,2008,6,30.1,35.05048543689325,-2.86250441975311,Cold Snap,2.86
2019-09-04,RPM00098222,VIGAN,Philippines,2019,9,27.5,31.06229508196723,-2.8630327725759073,Cold Snap,2.86
2002-01-30,IDM00096933,SURABAYA/PERAK,Indonesia,2002,1,29.0,32.616835016835005,-2.855756069980244,Cold Snap,2.86
2010-12-18,TH000048351,UTTARADIT,Thailand,2010,12,25.6,32.03149606299217,-2.860310721549192,Cold Snap,2.86
2020-10-29,TH000048430,PRACHIN BURI,Thailand,2020,10,29.1,33.49617224880385,-2.86051177446645,Cold Snap,2.86
2007-09-07,IDM00097048,JALALUDDIN,Indonesia,2007,9,30.0,33.196208530805706,-2.855727897146451,Cold Snap,2.86
2012-05-02,ID000097014,MENADO/ SAM RATULAN,Indonesia,2012,5,28.9,32.406405693950184,-2.8576373782903595,Cold Snap,2.86
2010-10-19,TH000048376,TAK,Thailand,2010,10,26.7,32.48934911242604,-2.8587682099447296,Cold Snap,2.86
2013-10-19,TH000048376,TAK,Thailand,2013,10,26.7,32.48934911242604,-2.8587682099447296,Cold Snap,2.86
2007-03-11,ID000097724,AMBON/PATTIMURA,Indonesia,2007,3,28.4,31.978969957081546,-2.8588143652045357,Cold Snap,2.86
2009-03-19,ID000097724,AMBON/PATTIMURA,Indonesia,2009,3,28.4,31.978969957081546,-2.8588143652045357,Cold Snap,2.86
2004-03-25,TH000048550,KO SAMUI,Thailand,2004,3,33.8,30.48781362007169,2.8602642233070417,Heatwave,2.86
2022-09-04,IDM00096581,SUPADIO,Indonesia,2022,9,28.5,32.81399491094149,-2.863503293637965,Cold Snap,2.86
2010-08-27,VMM00048826,PHU LIEN,Vietnam,2010,8,25.8,31.98668555240792,-2.8579169537814106,Cold Snap,2.86
2008-12-07,IDM00096033,MEDAN/BELAWAN,Indonesia,2008,12,27.0,30.36363636363638,-2.857711751522561,Cold Snap,2.86
2001-12-22,IDM00096033,MEDAN/BELAWAN,Indonesia,2001,12,27.0,30.36363636363638,-2.857711751522561,Cold Snap,2.86
2007-12-01,IDM00096033,MEDAN/BELAWAN,Indonesia,2007,12,27.0,30.36363636363638,-2.857711751522561,Cold Snap,2.86
2011-12-01,IDM00096033,MEDAN/BELAWAN,Indonesia,2011,12,27.0,30.36363636363638,-2.857711751522561,Cold Snap,2.86
2011-06-30,TH000048357,NAKHON PHANOM,Thailand,2011,6,26.5,32.638666666666715,-2.863855231894907,Cold Snap,2.86
2017-03-20,TH000048462,ARANYAPRATHET,Thailand,2017,3,29.8,36.300000000000004,-2.861391508748437,Cold Snap,2.86
2000-09-23,TH000048551,SURAT THANI,Thailand,2000,9,28.6,33.231057268722466,-2.864563934505508,Cold Snap,2.86
2022-08-12,TH000048376,TAK,Thailand,2022,8,27.2,32.80736434108528,-2.8573005191026497,Cold Snap,2.86
2000-03-26,IDM00096109,SULTAN SYARIF KASIM II,Indonesia,2000,3,28.8,33.124228028503545,-2.8562345310554638,Cold Snap,2.86
2019-06-09,IDM00097072,MUTIARA,Indonesia,2019,6,28.6,33.0892644135189,-2.8564482075342608,Cold Snap,2.86
2021-04-24,RP000098755,HINATUAN,Philippines,2021,4,35.3,31.4769392033543,2.8641764527600855,Heatwave,2.86
2003-03-01,IDM00097270,MUHAMMAD SALAHUDDIN,Indonesia,2003,3,29.3,32.705405405405386,-2.856022828810587,Cold Snap,2.86
2021-11-14,IDM00097260,SUMBAWA BESAR,Indonesia,2021,11,29.0,34.14505208333334,-2.8586034685148354,Cold Snap,2.86
2013-10-17,LAM00048930,LUANG PHABANG INTL,Laos,2013,10,27.0,32.44170731707319,-2.8591934645261596,Cold Snap,2.86
2022-08-18,IDM00096035,POLONIA,Indonesia,2022,8,28.2,32.51712158808934,-2.862314723841991,Cold Snap,2.86
2009-02-03,IDM00097182,UJANG PANDANG/PAOTERE,Indonesia,2009,2,26.4,30.963387978142052,-2.856661984697621,Cold Snap,2.86
2022-03-31,TH000048550,KO SAMUI,Thailand,2022,3,33.8,30.48781362007169,2.8602642233070417,Heatwave,2.86
2007-12-29,IDM00097008,NAHA,Indonesia,2007,12,27.6,30.76162464985993,-2.858768564288104,Cold Snap,2.86
2011-07-17,IDM00097570,SERUI/YENDOSA,Indonesia,2011,7,27.4,31.023026315789455,-2.855553090472723,Cold Snap,2.86
2008-09-17,RPM00098550,DANIEL Z ROMUALDEZ,Philippines,2008,9,27.8,32.0088339222615,-2.8585258603437373,Cold Snap,2.86
2006-09-25,RPM00098550,DANIEL Z ROMUALDEZ,Philippines,2006,9,27.8,32.0088339222615,-2.8585258603437373,Cold Snap,2.86
2014-04-16,RPM00098646,MACTAN CEBU INTL,Philippines,2014,4,29.5,32.284871794871805,-2.8620598382442015,Cold Snap,2.86
2000-03-26,TH000048475,HUA HIN,Thailand,2000,3,28.8,32.30729927007299,-2.855495791702769,Cold Snap,2.86
2018-09-24,IDM00096015,MEULABOH/CUT NYAK,Indonesia,2018,9,28.0,31.117463617463635,-2.8632097823182323,Cold Snap,2.86
2024-01-13,IDM00097260,SUMBAWA BESAR,Indonesia,2024,1,34.5,31.07308584686776,2.8597183602399996,Heatwave,2.86
2011-07-09,RPM00098134,BASCO RADAR,Philippines,2011,7,27.0,30.53467432950189,-2.8616520625960593,Cold Snap,2.86
2018-07-14,RPM00098134,BASCO RADAR,Philippines,2018,7,27.0,30.53467432950189,-2.8616520625960593,Cold Snap,2.86
2004-07-17,RPM00098134,BASCO RADAR,Philippines,2004,7,27.0,30.53467432950189,-2.8616520625960593,Cold Snap,2.86
2004-06-15,TH000048400,NAKHON SAWAN,Thailand,2004,6,29.7,35.0254733218589,-2.8553737558331145,Cold Snap,2.86
2017-04-02,IDM00097700,NAMLEA/BURU ISLAND,Indonesia,2017,4,29.0,31.401084010840083,-2.8573399303033504,Cold Snap,2.86
2000-08-03,MY000096465,LABUAN,Malaysia,2000,8,28.2,31.779370629370653,-2.8572289854758632,Cold Snap,2.86
2016-05-08,IDM00097230,DENPASAR NGURAH RAI,Indonesia,2016,5,32.6,30.53325842696629,2.858587746766219,Heatwave,2.86
2016-05-05,IDM00097230,DENPASAR NGURAH RAI,Indonesia,2016,5,32.6,30.53325842696629,2.858587746766219,Heatwave,2.86
2006-05-06,IDM00097230,DENPASAR NGURAH RAI,Indonesia,2006,5,32.6,30.53325842696629,2.858587746766219,Heatwave,2.86
2007-05-11,IDM00096595,MUARATEWE/BERINGIN,Indonesia,2007,5,28.0,32.84726962457341,-2.859319955021678,Cold Snap,2.86
2018-05-02,IDM00096595,MUARATEWE/BERINGIN,Indonesia,2018,5,28.0,32.84726962457341,-2.859319955021678,Cold Snap,2.86
2010-12-11,IDM00096797,TEGAL,Indonesia,2010,12,28.0,31.981400966183564,-2.856898740949387,Cold Snap,2.86
2021-08-24,IDM00096035,POLONIA,Indonesia,2021,8,28.2,32.51712158808934,-2.862314723841991,Cold Snap,2.86
2003-07-08,ID000096745,JAKARTA/OBSERVATORY,Indonesia,2003,7,35.4,32.73604060913706,2.8635352927594013,Heatwave,2.86
2002-08-02,IDM00096035,POLONIA,Indonesia,2002,8,28.2,32.51712158808934,-2.862314723841991,Cold Snap,2.86
2007-11-01,TH000048550,KO SAMUI,Thailand,2007,11,26.2,29.995265151515156,-2.8568210489701333,Cold Snap,2.86
2003-06-18,IDM00097310,LARANTUKA/GEWAYENTA,Indonesia,2003,6,29.6,32.3368,-2.8635151742870897,Cold Snap,2.86
2010-12-31,IDM00097580,SARMI/ORAI,Indonesia,2010,12,28.4,31.812383900928747,-2.855158939692837,Cold Snap,2.86
2020-04-29,TH000048303,CHIANG RAI,Thailand,2020,4,26.6,34.72958257713246,-2.86129486581609,Cold Snap,2.86
2022-04-28,IDM00097700,NAMLEA/BURU ISLAND,Indonesia,2022,4,29.0,31.401084010840083,-2.8573399303033504,Cold Snap,2.86
2011-07-21,IDM00097570,SERUI/YENDOSA,Indonesia,2011,7,27.4,31.023026315789455,-2.855553090472723,Cold Snap,2.86
2018-07-01,IDM00096615,RAHADI USMAN,Indonesia,2018,7,28.4,32.30290556900728,-2.8554653335581754,Cold Snap,2.86
2011-07-17,IDM00096615,RAHADI USMAN,Indonesia,2011,7,28.4,32.30290556900728,-2.8554653335581754,Cold Snap,2.86
2004-03-09,IDM00096109,SULTAN SYARIF KASIM II,Indonesia,2004,3,28.8,33.124228028503545,-2.8562345310554638,Cold Snap,2.86
2012-06-16,IDM00097126,MASAMBA/ANDI JEMMA,Indonesia,2012,6,27.6,31.30770791075052,-2.8590878234522545,Cold Snap,2.86
2010-10-16,TH000048405,ROI ET,Thailand,2010,10,27.0,31.92989323843416,-2.863014155587189,Cold Snap,2.86
2007-10-04,TH000048405,ROI ET,Thailand,2007,10,27.0,31.92989323843416,-2.863014155587189,Cold Snap,2.86
2005-08-18,TH000048303,CHIANG RAI,Thailand,2005,8,25.6,31.206401384083055,-2.8635348581732205,Cold Snap,2.86
2005-11-20,RPM00098328,BAGUIO,Philippines,2005,11,28.8,24.089114391143926,2.8595381541888423,Heatwave,2.86
2016-05-07,LAM00048955,PAKSE,Laos,2016,5,39.6,33.79521276595746,2.8611772306468164,Heatwave,2.86
2002-08-16,RP000098444,LEGASPI,Philippines,2002,8,27.5,31.77348643006265,-2.857782054002627,Cold Snap,2.86
2017-08-25,RP000098444,LEGASPI,Philippines,2017,8,27.5,31.77348643006265,-2.857782054002627,Cold Snap,2.86
2011-02-14,LAM00048946,THAKHEK,Laos,2011,2,22.4,31.717200000000027,-2.8553816904642813,Cold Snap,2.86
2007-10-29,IDM00096171,JAPURA,Indonesia,2007,10,28.4,32.52677595628413,-2.8618356758518937,Cold Snap,2.86
2019-08-22,RP000098444,LEGASPI,Philippines,2019,8,27.5,31.77348643006265,-2.857782054002627,Cold Snap,2.86
2012-08-06,RP000098444,LEGASPI,Philippines,2012,8,27.5,31.77348643006265,-2.857782054002627,Cold Snap,2.86
2019-08-27,RP000098444,LEGASPI,Philippines,2019,8,27.5,31.77348643006265,-2.857782054002627,Cold Snap,2.86
2022-02-10,IDM00096615,RAHADI USMAN,Indonesia,2022,2,27.8,31.541620111731824,-2.8644812535340907,Cold Snap,2.86
2011-06-30,IDM00096237,PANGKALPINANG,Indonesia,2011,6,28.2,31.664133016627048,-2.8616952227450776,Cold Snap,2.86
2006-06-15,IDM00096237,PANGKALPINANG,Indonesia,2006,6,28.2,31.664133016627048,-2.8616952227450776,Cold Snap,2.86
2023-11-27,IDM00096001,MAIMUN SALEH,Indonesia,2023,11,26.4,29.98521400778209,-2.862596299237042,Cold Snap,2.86
2003-11-14,TH000048550,KO SAMUI,Thailand,2003,11,26.2,29.995265151515156,-2.8568210489701333,Cold Snap,2.86
2001-12-07,IDM00097180,HASANUDDIN,Indonesia,2001,12,26.4,31.3029702970297,-2.864333972987411,Cold Snap,2.86
2017-08-29,TH000048477,SATTAHIP,Thailand,2017,8,29.9,33.34877505567929,-2.8577637432507776,Cold Snap,2.86
2006-04-04,IDM00097270,MUHAMMAD SALAHUDDIN,Indonesia,2006,4,30.0,33.076394849785444,-2.864603475973438,Cold Snap,2.86
2011-06-01,MYM00048650,KUALA LUMPUR INTL,Malaysia,2011,6,29.1,32.68248175182482,-2.8594132345027345,Cold Snap,2.86
2004-02-09,TH000048405,ROI ET,Thailand,2004,2,24.2,33.125048169556855,-2.8601059723169358,Cold Snap,2.86
2022-02-11,MYM00048674,MERSING,Malaysia,2022,2,27.1,30.53937007874016,-2.8596622732059744,Cold Snap,2.86
2000-08-20,TH000048550,KO SAMUI,Thailand,2000,8,28.1,32.82817589576548,-2.8554074987519455,Cold Snap,2.86
2022-08-02,THM00048453,BANG NA AGROMET,Thailand,2022,8,29.6,33.63909348441925,-2.863604363012343,Cold Snap,2.86
2008-12-08,IDM00096015,MEULABOH/CUT NYAK,Indonesia,2008,12,28.2,30.885214007782096,-2.857869272525253,Cold Snap,2.86
2007-09-16,RP000098444,LEGASPI,Philippines,2007,9,27.4,31.749452954048124,-2.8628140541926568,Cold Snap,2.86
2000-10-10,IDM00097126,MASAMBA/ANDI JEMMA,Indonesia,2000,10,30.4,33.30329670329671,-2.862218381057769,Cold Snap,2.86
2007-05-05,VMM00048826,PHU LIEN,Vietnam,2007,5,23.3,30.791094147582726,-2.8570024304608284,Cold Snap,2.86
2005-04-05,TH000048455,BANGKOK METROPOLIS,Thailand,2005,4,31.6,36.18269961977187,-2.855286262743223,Cold Snap,2.86
2011-03-17,VMM00048830,LANG SON,Vietnam,2011,3,8.2,22.185269121813022,-2.856993889790163,Cold Snap,2.86
2022-07-15,IDM00097048,JALALUDDIN,Indonesia,2022,7,28.4,31.853414634146315,-2.860174044683382,Cold Snap,2.86
2024-10-26,IDM00096237,PANGKALPINANG,Indonesia,2024,10,36.3,32.27272727272728,2.8604799268491523,Heatwave,2.86
2011-02-04,MY000096465,LABUAN,Malaysia,2011,2,27.1,30.655797101449263,-2.8573900238376346,Cold Snap,2.86
2003-10-12,IDM00097126,MASAMBA/ANDI JEMMA,Indonesia,2003,10,30.4,33.30329670329671,-2.862218381057769,Cold Snap,2.86
2000-10-08,IDM00097126,MASAMBA/ANDI JEMMA,Indonesia,2000,10,30.4,33.30329670329671,-2.862218381057769,Cold Snap,2.86
2009-03-16,IDM00097876,TANAH MERAH,Indonesia,2009,3,27.5,32.38338557993728,-2.8554461205090824,Cold Snap,2.86
2001-06-24,TH000048379,PHETCHABUN,Thailand,2001,6,28.2,34.20957446808512,-2.855731974997584,Cold Snap,2.86
2014-08-08,IDM00096581,SUPADIO,Indonesia,2014,8,29.3,33.03044619422576,-2.8624361113140977,Cold Snap,2.86
2006-08-07,ID000097900,SAUMLAKI/OLILIT,Indonesia,2006,8,27.2,29.247505422993505,-2.8579006359810153,Cold Snap,2.86
2009-05-17,RP000986530,SURIGAO,Philippines,2009,5,28.5,32.7561162079511,-2.8592704220170635,Cold Snap,2.86
2010-08-07,IDM00097722,AMAHAI,Indonesia,2010,8,25.2,28.210278372591016,-2.8637961981795033,Cold Snap,2.86
2017-10-12,RPM00098222,VIGAN,Philippines,2017,10,27.0,31.439092872570207,-2.8574925340627333,Cold Snap,2.86
2024-07-12,IDM00097192,BAU-BAU/BETO AMBIRI,Indonesia,2024,7,27.9,31.29016393442622,-2.8560348775705964,Cold Snap,2.86
2008-07-14,TH000048462,ARANYAPRATHET,Thailand,2008,7,38.3,33.55135658914731,2.8561088314916288,Heatwave,2.86
2024-04-30,TH000048357,NAKHON PHANOM,Thailand,2024,4,43.0,35.56422018348627,2.862105198581002,Heatwave,2.86
2023-04-26,TH000048456,DON MUANG,Thailand,2023,4,30.2,35.86806282722514,-2.8613537893859218,Cold Snap,2.86
2011-04-14,TH000048456,DON MUANG,Thailand,2011,4,30.2,35.86806282722514,-2.8613537893859218,Cold Snap,2.86
2015-12-19,IDM00097072,MUTIARA,Indonesia,2015,12,38.2,33.48950495049507,2.8576851533933283,Heatwave,2.86
2019-11-12,TH000048407,UBON RATCHATHANI,Thailand,2019,11,26.0,32.31176470588236,-2.855129829365028,Cold Snap,2.86
2021-06-10,THW00041018,UDON THANI,Thailand,2021,6,28.1,33.80634146341466,-2.862544014087475,Cold Snap,2.86
2009-06-29,IDM00096581,SUPADIO,Indonesia,2009,6,29.2,32.920663265306125,-2.864189344857605,Cold Snap,2.86
2018-02-01,TH000048405,ROI ET,Thailand,2018,2,24.2,33.125048169556855,-2.8601059723169358,Cold Snap,2.86
2021-11-29,IDM00096529,KALIMARU,Indonesia,2021,11,28.0,32.76070460704608,-2.8581316376580164,Cold Snap,2.86
2012-11-03,IDM00096529,KALIMARU,Indonesia,2012,11,28.0,32.76070460704608,-2.8581316376580164,Cold Snap,2.86
2015-12-20,IDM00097072,MUTIARA,Indonesia,2015,12,38.2,33.48950495049507,2.8576851533933283,Heatwave,2.86
2008-01-02,TH000048426,LOP BURI,Thailand,2008,1,27.4,32.86878612716759,-2.8614839383068325,Cold Snap,2.86
2004-10-29,IDM00096171,JAPURA,Indonesia,2004,10,28.4,32.52677595628413,-2.8618356758518937,Cold Snap,2.86
2007-10-24,IDM00096171,JAPURA,Indonesia,2007,10,28.4,32.52677595628413,-2.8618356758518937,Cold Snap,2.86
2002-11-16,ID000097340,WAINGAPU/MAU HAU,Indonesia,2002,11,36.6,33.548557692307725,2.8606624695942195,Heatwave,2.86
2015-10-19,RPM00098222,VIGAN,Philippines,2015,10,27.0,31.439092872570207,-2.8574925340627333,Cold Snap,2.86
2008-04-14,IDM00096739,BUDIARTO,Indonesia,2008,4,29.2,32.8916905444126,-2.8603951550079922,Cold Snap,2.86
2018-12-22,IDM00097460,LABUHA/TALIABU,Indonesia,2018,12,28.6,31.866475644699143,-2.8642626763629315,Cold Snap,2.86
2023-05-12,IDM00096253,FATMAWATI SOEKARNO,Indonesia,2023,5,35.2,32.17842696629214,2.857207754743722,Heatwave,2.86
