DATE,STATION_ID,NAME,COUNTRY,YEAR,MONTH,TMAX,BASELINE,ZSCORE,EVENT_TYPE,SEVERITY
2024-09-20,IDM00097406,GALELA/GAMARMALAMU,Indonesia,2024,9,28.0,32.33621262458469,-4.140221397537593,Cold Snap,4.14
2022-10-16,RPM00098222,VIGAN,Philippines,2022,10,25.0,31.439092872570207,-4.144914363743112,Cold Snap,4.14
2011-03-13,TH000048325,MAE SARIANG,Thailand,2011,3,31.0,37.251749539594854,-4.1437173505943425,Cold Snap,4.14
2012-06-28,RPM00098233,TUGUEGARAO,Philippines,2012,6,27.0,35.281194690265494,-4.14400979985902,Cold Snap,4.14
2017-04-17,TH000048375,MAE SOT,Thailand,2017,4,29.5,37.37461832061066,-4.137068020995183,Cold Snap,4.14
2002-09-11,RPM00098328,BAGUIO,Philippines,2002,9,31.8,23.237384898710854,4.136497609790607,Heatwave,4.14
2003-06-16,RPM00098233,TUGUEGARAO,Philippines,2003,6,27.0,35.281194690265494,-4.14400979985902,Cold Snap,4.14
2009-03-14,IDM00097460,LABUHA/TALIABU,Indonesia,2009,3,27.0,31.72830769230766,-4.142284429732406,Cold Snap,4.14
2003-06-18,RPM00098233,TUGUEGARAO,Philippines,2003,6,27.0,35.281194690265494,-4.14400979985902,Cold Snap,4.14
2021-11-12,IDM00097240,MATARAM-LOMBOK INTL AIRPORT,Indonesia,2021,11,27.6,32.563945578231305,-4.141346122977481,Cold Snap,4.14
2018-05-20,IDM00097430,BABULLAH,Indonesia,2018,5,37.1,31.61568627450979,4.1352861398155385,Heatwave,4.14
2008-07-29,IDM00097406,GALELA/GAMARMALAMU,Indonesia,2008,7,26.6,31.718987341772138,-4.138730463621406,Cold Snap,4.14
2000-04-15,TH000048459,CHON BURI,Thailand,2000,4,29.5,35.5982404692082,-4.143410286571845,Cold Snap,4.14
2007-07-06,TH000048450,KANCHANABURI,Thailand,2007,7,26.1,34.0764890282132,-4.1418376083341535,Cold Snap,4.14
2010-03-26,TH000048501,KHLONG YAI,Thailand,2010,3,28.6,32.77531992687389,-4.140966434289289,Cold Snap,4.14
2022-03-04,MYM00048674,MERSING,Malaysia,2022,3,28.0,31.86600000000001,-4.138620279428181,Cold Snap,4.14
2022-12-06,IDM00096015,MEULABOH/CUT NYAK,Indonesia,2022,12,27.0,30.885214007782096,-4.135027486764913,Cold Snap,4.14
2007-11-04,TH000048327,CHIANG MAI,Thailand,2007,11,23.4,31.669626168224294,-4.144376199107302,Cold Snap,4.14
2011-07-11,ID000096073,SIBOLGA/PINANGSORI,Indonesia,2011,7,26.2,31.948257839721265,-4.136147282473062,Cold Snap,4.14
2011-03-14,BMM00048097,YANGON INTL,Myanmar,2011,3,30.6,37.03870967741936,-4.141480038308393,Cold Snap,4.14
2006-10-02,TH000048405,ROI ET,Thailand,2006,10,24.8,31.92989323843416,-4.140654631284872,Cold Snap,4.14
2009-01-10,VMM00048917,PHU QUOC,Vietnam,2009,1,26.6,30.941132075471682,-4.137670631873723,Cold Snap,4.14
2013-11-19,LAM00048938,SAYABOURY,Laos,2013,11,21.8,30.57942028985506,-4.13822552206378,Cold Snap,4.14
2011-03-30,TH000048567,TRANG,Thailand,2011,3,28.1,35.246790890269146,-4.127454162948653,Cold Snap,4.13
2008-03-06,RPM00098646,MACTAN CEBU INTL,Philippines,2008,3,26.5,31.13199999999999,-4.129336130132962,Cold Snap,4.13
2010-09-06,IDM00096839,ACHMAD YANI,Indonesia,2010,9,28.4,34.15906593406595,-4.134944285123065,Cold Snap,4.13
2022-08-17,IDM00097700,NAMLEA/BURU ISLAND,Indonesia,2022,8,26.8,30.551204819277096,-4.134375078976296,Cold Snap,4.13
2023-01-26,IDM00097028,TOLI-TOLI/LALOS,Indonesia,2023,1,26.4,30.985221674876858,-4.129048241066145,Cold Snap,4.13
2019-09-03,TH000048432,SURIN,Thailand,2019,9,25.2,32.09787644787644,-4.1340987510750455,Cold Snap,4.13
2001-03-09,TH000048400,NAKHON SAWAN,Thailand,2001,3,27.0,36.99809358752163,-4.126552397520919,Cold Snap,4.13
2004-06-26,IDM00096179,DABO,Indonesia,2004,6,26.0,31.322115384615373,-4.133412619121021,Cold Snap,4.13
2024-10-27,LAW00041074,SAVANNAKHET L-39,Laos,2024,10,23.0,31.423823529411788,-4.130065061898895,Cold Snap,4.13
2011-03-26,IDM00096001,MAIMUN SALEH,Indonesia,2011,3,26.8,31.112920353982318,-4.133531568650898,Cold Snap,4.13
2010-08-20,IDM00096195,SULTAN THAHA,Indonesia,2010,8,26.9,32.40777777777779,-4.1326961701927445,Cold Snap,4.13
2007-01-31,RP000098755,HINATUAN,Philippines,2007,1,23.2,29.794918699186997,-4.1252432374851296,Cold Snap,4.13
2014-12-01,ID000096073,SIBOLGA/PINANGSORI,Indonesia,2014,12,25.6,31.532894736842128,-4.129514094894702,Cold Snap,4.13
2015-01-11,TH000048353,LOEI,Thailand,2015,1,18.3,30.240481927710864,-4.13362134305656,Cold Snap,4.13
2007-08-13,IDM00096295,RADIN INTEN II,Indonesia,2007,8,27.8,32.6814385150812,-4.128685052679092,Cold Snap,4.13
2010-10-15,LAW00041074,SAVANNAKHET L-39,Laos,2010,10,23.0,31.423823529411788,-4.130065061898895,Cold Snap,4.13
2004-10-04,MYM00096471,KOTA KINABALU INTL,Malaysia,2004,10,27.2,32.165240641711215,-4.133504464729045,Cold Snap,4.13
2019-08-16,ID000096163,PADANG/TABING,Indonesia,2019,8,27.2,30.929319371727757,-4.13044835022184,Cold Snap,4.13
2009-04-12,IDM00096615,RAHADI USMAN,Indonesia,2009,4,27.6,32.28053333333334,-4.134939524002124,Cold Snap,4.13
2022-12-31,IDM00096937,SURABAYA/GEDANGAN,Indonesia,2022,12,27.6,33.761867704280135,-4.125474201150258,Cold Snap,4.13
2007-02-14,BMM00048042,MANDALAY,Myanmar,2007,2,23.3,33.394581280788195,-4.129048588050597,Cold Snap,4.13
2023-05-03,RPM00098446,VIRAC,Philippines,2023,5,28.0,32.23727087576371,-4.117155459530816,Cold Snap,4.12
2022-08-25,IDM00096015,MEULABOH/CUT NYAK,Indonesia,2022,8,26.4,31.207649253731322,-4.122302463861757,Cold Snap,4.12
2005-11-23,MY000048620,SITIAWAN,Malaysia,2005,11,27.5,31.768897637795277,-4.122072796033574,Cold Snap,4.12
2020-06-01,IDM00096109,SULTAN SYARIF KASIM II,Indonesia,2020,6,27.2,33.204545454545475,-4.118254542057555,Cold Snap,4.12
2013-02-17,IDM00097016,BITUNG,Indonesia,2013,2,27.9,32.688079470198645,-4.121495344428413,Cold Snap,4.12
2015-01-10,LAM00048938,SAYABOURY,Laos,2015,1,15.2,28.331699346405223,-4.117427664842417,Cold Snap,4.12
2009-06-13,ID000097690,JAYAPURA/SENTANI,Indonesia,2009,6,26.2,32.46401273885351,-4.118930932542129,Cold Snap,4.12
2001-08-30,IDM00096087,BATAM/HANG NADIM,Indonesia,2001,8,26.5,31.53528089887642,-4.122520886747246,Cold Snap,4.12
2011-03-26,MYM00096471,KOTA KINABALU INTL,Malaysia,2011,3,28.1,32.15236051502146,-4.122790052381663,Cold Snap,4.12
2006-04-26,IDM00096001,MAIMUN SALEH,Indonesia,2006,4,27.2,31.827663230240557,-4.121567486516261,Cold Snap,4.12
2022-11-14,IDM00096207,KERINCI/DEPATI PARB,Indonesia,2022,11,23.0,28.70177304964539,-4.115323185364745,Cold Snap,4.12
2012-08-30,MYM00096421,SIBU,Malaysia,2012,8,25.7,32.98837209302327,-4.11652350489479,Cold Snap,4.12
2022-05-14,IDM00097072,MUTIARA,Indonesia,2022,5,27.8,33.72976190476189,-4.119959020972692,Cold Snap,4.12
2013-07-23,TH000048480,CHANTHABURI,Thailand,2013,7,25.8,31.892843326885856,-4.123216900873066,Cold Snap,4.12
2001-01-20,RP000098851,GEN. SANTOS,Philippines,2001,1,24.8,32.82241379310344,-4.124362394555285,Cold Snap,4.12
2013-10-16,THM00048453,BANG NA AGROMET,Thailand,2013,10,26.3,33.02845744680854,-4.120145731755006,Cold Snap,4.12
2003-03-12,RPM00098328,BAGUIO,Philippines,2003,3,31.4,24.76092362344583,4.116957325048493,Heatwave,4.12
2022-04-04,BMM00048112,VICTORIA POINT,Myanmar,2022,4,26.2,34.85552050473191,-4.12028283924002,Cold Snap,4.12
2009-08-23,IDM00096015,MEULABOH/CUT NYAK,Indonesia,2009,8,26.4,31.207649253731322,-4.122302463861757,Cold Snap,4.12
2003-09-15,IDM00096075,BINAKA,Indonesia,2003,9,25.2,30.64681724845996,-4.117763742221255,Cold Snap,4.12
2002-03-08,TH000048500,PRACHUAP KHIRI KHAN,Thailand,2002,3,25.0,33.730194805194785,-4.118953569624042,Cold Snap,4.12
2020-12-18,RPM00098644,TAGBILARAN,Philippines,2020,12,25.5,31.40849256900212,-4.115991395364296,Cold Snap,4.12
2001-09-02,IDM00096075,BINAKA,Indonesia,2001,9,25.2,30.64681724845996,-4.117763742221255,Cold Snap,4.12
2000-10-31,BMM00048062,SITTWE,Myanmar,2000,10,39.5,32.15161290322583,4.118242578492595,Heatwave,4.12
2003-10-12,IDM00096091,KIJANG,Indonesia,2003,10,26.0,31.36520618556699,-4.1196234267208585,Cold Snap,4.12
2014-02-21,TH000048459,CHON BURI,Thailand,2014,2,27.6,33.52198142414865,-4.120657741925767,Cold Snap,4.12
2011-05-08,RPM00098446,VIRAC,Philippines,2011,5,28.0,32.23727087576371,-4.117155459530816,Cold Snap,4.12
2008-11-24,IDM00096737,SERANG,Indonesia,2008,11,26.4,32.918377088305476,-4.121265653749575,Cold Snap,4.12
2003-10-21,TH000048565,PHUKET AIRPORT,Thailand,2003,10,26.2,31.253805774278238,-4.121981033460737,Cold Snap,4.12
2019-08-30,TH000048552,NAKHON SI THAMMARAT,Thailand,2019,8,27.9,34.0548780487805,-4.124867994376822,Cold Snap,4.12
2001-03-12,TH000048500,PRACHUAP KHIRI KHAN,Thailand,2001,3,25.0,33.730194805194785,-4.118953569624042,Cold Snap,4.12
2019-03-07,BMM00048062,SITTWE,Myanmar,2019,3,25.5,32.181073446327694,-4.117081531022682,Cold Snap,4.12
2018-05-20,ID000096163,PADANG/TABING,Indonesia,2018,5,28.1,31.70892388451443,-4.123264673538651,Cold Snap,4.12
2012-03-11,IDM00097406,GALELA/GAMARMALAMU,Indonesia,2012,3,26.8,31.8137724550898,-4.115968042210389,Cold Snap,4.12
2008-06-08,IDM00097406,GALELA/GAMARMALAMU,Indonesia,2008,6,27.6,31.98006535947713,-4.113036020325647,Cold Snap,4.11
2010-10-22,IDM00096933,SURABAYA/PERAK,Indonesia,2010,10,30.2,35.15695792880258,-4.112399189118463,Cold Snap,4.11
2010-10-16,TH000048426,LOP BURI,Thailand,2010,10,26.8,33.15702306079663,-4.1067331761441395,Cold Snap,4.11
2015-08-07,TH000048567,TRANG,Thailand,2015,8,26.2,32.91875000000002,-4.108782794000165,Cold Snap,4.11
2022-10-27,IDM00096933,SURABAYA/PERAK,Indonesia,2022,10,30.2,35.15695792880258,-4.112399189118463,Cold Snap,4.11
2008-07-09,IDM00096535,PALOH,Indonesia,2008,7,25.5,32.560424710424684,-4.108141435084887,Cold Snap,4.11
2006-02-23,RPM00098134,BASCO RADAR,Philippines,2006,2,34.7,24.885838779956423,4.114927888662241,Heatwave,4.11
2015-03-11,RP000098430,SCIENCE GARDEN,Philippines,2015,3,26.9,32.86299559471364,-4.107785947113573,Cold Snap,4.11
2018-09-19,IDM00096295,RADIN INTEN II,Indonesia,2018,9,39.2,33.56023255813954,4.108818824187621,Heatwave,4.11
2009-07-24,IDM00096091,KIJANG,Indonesia,2009,7,25.5,31.06197916666667,-4.107857533536797,Cold Snap,4.11
2001-03-14,TH000048303,CHIANG RAI,Thailand,2001,3,23.3,33.56277873070322,-4.108771596188402,Cold Snap,4.11
2005-07-10,IDM00097230,DENPASAR NGURAH RAI,Indonesia,2005,7,32.3,29.075119617224885,4.107844782432348,Heatwave,4.11
2008-11-27,IDM00096011,SULTAN ISKANDARMUDA,Indonesia,2008,11,26.0,31.27819253438114,-4.1119923314387,Cold Snap,4.11
2003-01-20,IDM00096015,MEULABOH/CUT NYAK,Indonesia,2003,1,28.0,31.34774193548392,-4.113002183552371,Cold Snap,4.11
2016-09-08,TH000048565,PHUKET AIRPORT,Thailand,2016,9,26.5,31.080397727272757,-4.109756790204063,Cold Snap,4.11
2001-04-02,IDM00096737,SERANG,Indonesia,2001,4,37.8,32.62499999999998,4.105848342340222,Heatwave,4.11
2004-05-23,RPM00098330,CABANATUAN,Philippines,2004,5,26.9,35.90455840455842,-4.1119182768658495,Cold Snap,4.11
2019-05-02,IDM00097580,SARMI/ORAI,Indonesia,2019,5,26.9,31.55166163141993,-4.107606922229,Cold Snap,4.11
2017-11-13,TH000048477,SATTAHIP,Thailand,2017,11,27.8,33.558160919540235,-4.110946376761016,Cold Snap,4.11
2008-08-09,IDM00097086,BUBUNG,Indonesia,2008,8,24.9,29.44190871369293,-4.107317100222833,Cold Snap,4.11
2010-06-09,IDM00096933,SURABAYA/PERAK,Indonesia,2010,6,29.6,33.12275641025641,-4.114398991867949,Cold Snap,4.11
2022-05-24,IDM00096207,KERINCI/DEPATI PARB,Indonesia,2022,5,34.7,29.604016064257017,4.1127330579195,Heatwave,4.11
2014-04-15,RP000098444,LEGASPI,Philippines,2014,4,26.6,31.827235772357735,-4.10975982329591,Cold Snap,4.11
2016-10-13,IDM00096935,SURABAYA JUANDA,Indonesia,2016,10,29.6,33.80020283975658,-4.112574057477422,Cold Snap,4.11
2003-10-13,MY000048620,SITIAWAN,Malaysia,2003,10,27.1,31.97300000000001,-4.095938036443143,Cold Snap,4.1
2005-06-14,IDM00097008,NAHA,Indonesia,2005,6,26.6,31.071229050279335,-4.100199249694433,Cold Snap,4.1
2004-06-01,VMM00048830,LANG SON,Vietnam,2004,6,22.6,32.04029850746269,-4.101964110427556,Cold Snap,4.1
2012-01-01,TH000048552,NAKHON SI THAMMARAT,Thailand,2012,1,24.8,30.42646592709987,-4.100082465349627,Cold Snap,4.1
2015-10-13,TH000048300,MAE HONG SON,Thailand,2015,10,26.0,32.640613026819956,-4.101864792416598,Cold Snap,4.1
2015-10-12,TH000048300,MAE HONG SON,Thailand,2015,10,26.0,32.640613026819956,-4.101864792416598,Cold Snap,4.1
2008-01-02,TH000048552,NAKHON SI THAMMARAT,Thailand,2008,1,24.8,30.42646592709987,-4.100082465349627,Cold Snap,4.1
2019-08-27,IDM00096595,MUARATEWE/BERINGIN,Indonesia,2019,8,26.6,32.692515923566916,-4.100097513257194,Cold Snap,4.1
2009-04-08,IDM00096739,BUDIARTO,Indonesia,2009,4,27.6,32.8916905444126,-4.100106932838219,Cold Snap,4.1
2006-05-20,TH000048552,NAKHON SI THAMMARAT,Thailand,2006,5,27.8,34.41299694189604,-4.099927505495469,Cold Snap,4.1
2003-09-25,IDM00096033,MEDAN/BELAWAN,Indonesia,2003,9,26.6,31.067173913043458,-4.0976619128008,Cold Snap,4.1
2017-09-29,IDM00096033,MEDAN/BELAWAN,Indonesia,2017,9,26.6,31.067173913043458,-4.0976619128008,Cold Snap,4.1
2007-01-07,TH000048552,NAKHON SI THAMMARAT,Thailand,2007,1,24.8,30.42646592709987,-4.100082465349627,Cold Snap,4.1
2006-09-14,IDM00096695,KOTABARU/SETAGEN,Indonesia,2006,9,26.5,31.82424242424246,-4.102945171119968,Cold Snap,4.1
2022-11-16,IDM00097460,LABUHA/TALIABU,Indonesia,2022,11,27.6,32.02215384615386,-4.104335506592959,Cold Snap,4.1
2007-08-26,IDM00096179,DABO,Indonesia,2007,8,26.4,31.335992217898816,-4.1007336092545055,Cold Snap,4.1
2012-10-27,IDM00096737,SERANG,Indonesia,2012,10,27.6,33.42360801781738,-4.097499496626189,Cold Snap,4.1
2001-06-05,MYM00096481,TAWAU,Malaysia,2001,6,26.9,31.32666666666665,-4.103803181173007,Cold Snap,4.1
2017-02-28,IDM00096195,SULTAN THAHA,Indonesia,2017,2,25.8,31.38272251308902,-4.099686164119305,Cold Snap,4.1
2001-04-30,TH000048477,SATTAHIP,Thailand,2001,4,29.1,34.38839662447261,-4.096808761261318,Cold Snap,4.1
2002-11-27,BMM00048042,MANDALAY,Myanmar,2002,11,23.8,32.14755555555554,-4.10462917594682,Cold Snap,4.1
2023-05-13,IDM00097700,NAMLEA/BURU ISLAND,Indonesia,2023,5,27.8,31.46283185840709,-4.095082058928604,Cold Snap,4.1
2000-08-21,ID000096073,SIBOLGA/PINANGSORI,Indonesia,2000,8,26.5,31.858417508417485,-4.099842031349921,Cold Snap,4.1
2009-05-07,RPM00098233,TUGUEGARAO,Philippines,2009,5,24.5,35.89500000000002,-4.101398939548638,Cold Snap,4.1
2011-10-11,RP000098755,HINATUAN,Philippines,2011,10,26.0,32.37576374745418,-4.102473962917487,Cold Snap,4.1
2008-11-10,IDM00097460,LABUHA/TALIABU,Indonesia,2008,11,27.6,32.02215384615386,-4.104335506592959,Cold Snap,4.1
2002-02-15,IDM00097192,BAU-BAU/BETO AMBIRI,Indonesia,2002,2,27.4,31.767272727272726,-4.095251072034023,Cold Snap,4.1
2003-06-28,TH000048303,CHIANG RAI,Thailand,2003,6,24.6,32.612673611111084,-4.1008939045157184,Cold Snap,4.1
2021-01-03,IDM00096033,MEDAN/BELAWAN,Indonesia,2021,1,26.2,30.648473282442733,-4.098843440576308,Cold Snap,4.1
2012-03-30,IDM00096633,SEPINGGAN,Indonesia,2012,3,26.0,31.666860465116272,-4.101422514787584,Cold Snap,4.1
2024-09-18,IDM00097378,ROTE/BAA/LEKUNIK,Indonesia,2024,9,27.4,32.31166666666667,-4.08574748431495,Cold Snap,4.09
2008-06-11,IDM00097182,UJANG PANDANG/PAOTERE,Indonesia,2008,6,28.3,32.1854271356784,-4.091848222150414,Cold Snap,4.09
2016-10-16,RPM00098325,DAGUPAN,Philippines,2016,10,26.0,32.06940928270042,-4.08727163242438,Cold Snap,4.09
2011-01-06,MY000048620,SITIAWAN,Malaysia,2011,1,27.2,32.02393939393942,-4.092906007523639,Cold Snap,4.09
2019-09-03,IDM00097630,FAK-FAK/TOREA,Indonesia,2019,9,24.2,28.603957783641164,-4.09455983655749,Cold Snap,4.09
2008-06-15,IDM00097126,MASAMBA/ANDI JEMMA,Indonesia,2008,6,26.0,31.30770791075052,-4.092879866309705,Cold Snap,4.09
2010-09-16,IDM00096685,SYAMSUDIN NOOR,Indonesia,2010,9,28.0,34.10758807588075,-4.085468485701001,Cold Snap,4.09
2008-03-05,RPM00098446,VIRAC,Philippines,2008,3,26.0,30.35805084745763,-4.092643313404068,Cold Snap,4.09
2020-07-09,IDM00096249,H AS HANANDJOEDDIN,Indonesia,2020,7,26.2,31.83634538152608,-4.0915655911646045,Cold Snap,4.09
2008-05-03,IDM00097682,NABIRE,Indonesia,2008,5,26.8,31.96815476190473,-4.0890314494906335,Cold Snap,4.09
2008-01-26,BMM00048008,MYITKYINA,Myanmar,2008,1,17.5,26.149440715883685,-4.086213476186574,Cold Snap,4.09
2010-02-09,IDM00097008,NAHA,Indonesia,2010,2,34.6,30.204934210526332,4.094470192734455,Heatwave,4.09
2019-06-08,TH000048565,PHUKET AIRPORT,Thailand,2019,6,27.3,31.907532467532487,-4.085307762854929,Cold Snap,4.09
2015-06-15,TH000048565,PHUKET AIRPORT,Thailand,2015,6,27.3,31.907532467532487,-4.085307762854929,Cold Snap,4.09
2000-09-11,TH000048379,PHETCHABUN,Thailand,2000,9,25.5,32.72704545454544,-4.092811600242394,Cold Snap,4.09
2018-05-30,IDM00097682,NABIRE,Indonesia,2018,5,26.8,31.96815476190473,-4.0890314494906335,Cold Snap,4.09
2009-01-13,MY000096465,LABUAN,Malaysia,2009,1,26.1,30.451360544217682,-4.08635924546936,Cold Snap,4.09
2009-08-23,TH000048565,PHUKET AIRPORT,Thailand,2009,8,27.0,31.402402402402423,-4.09360150278443,Cold Snap,4.09
2003-09-16,IDM00096655,TJILIK RIWUT,Indonesia,2003,9,27.2,33.22107728337235,-4.086555177267067,Cold Snap,4.09
2017-01-07,ID000096073,SIBOLGA/PINANGSORI,Indonesia,2017,1,26.4,32.16349745331068,-4.088702041011,Cold Snap,4.09
2022-05-02,RP000098755,HINATUAN,Philippines,2022,5,25.8,32.29085487077537,-4.0916077192255145,Cold Snap,4.09
2009-09-12,RPM00098233,TUGUEGARAO,Philippines,2009,9,25.0,33.17752100840334,-4.087201776179895,Cold Snap,4.09
2023-03-02,IDM00096751,BOGOR/CITEKO,Indonesia,2023,3,20.2,25.852551020408175,-4.090514959087946,Cold Snap,4.09
2015-06-16,ID000096145,TAREMPA,Indonesia,2015,6,27.2,32.873362445414855,-4.089006042317441,Cold Snap,4.09
2006-05-22,IDM00096739,BUDIARTO,Indonesia,2006,5,28.7,33.01452991452994,-4.093717225703889,Cold Snap,4.09
2005-08-26,ID000097724,AMBON/PATTIMURA,Indonesia,2005,8,33.3,28.14210526315788,4.082748750550618,Heatwave,4.08
2023-12-05,IDM00097570,SERUI/YENDOSA,Indonesia,2023,12,27.2,31.748829431438114,-4.075127142661984,Cold Snap,4.08
2004-01-05,ID000097690,JAYAPURA/SENTANI,Indonesia,2004,1,26.2,32.774920634920626,-4.0808133316757615,Cold Snap,4.08
2011-03-31,TH000048475,HUA HIN,Thailand,2011,3,27.3,32.30729927007299,-4.076732805636005,Cold Snap,4.08
2012-06-06,TH000048550,KO SAMUI,Thailand,2012,6,26.7,33.141880341880324,-4.07861359434592,Cold Snap,4.08
2009-04-12,IDM00096171,JAPURA,Indonesia,2009,4,26.4,32.631250000000016,-4.081123684151173,Cold Snap,4.08
2015-10-21,RPM00098222,VIGAN,Philippines,2015,10,25.1,31.439092872570207,-4.080543272259092,Cold Snap,4.08
2002-12-27,TH000048353,LOEI,Thailand,2002,12,20.2,29.64211764705884,-4.081449319522187,Cold Snap,4.08
2001-04-28,VMM00048914,CA MAU,Vietnam,2001,4,29.0,33.702810304449685,-4.082191134167095,Cold Snap,4.08
2005-10-21,IDM00096581,SUPADIO,Indonesia,2005,10,27.0,32.531042654028425,-4.0848663152947084,Cold Snap,4.08
2008-03-12,IDM00096535,PALOH,Indonesia,2008,3,25.3,31.476363636363637,-4.075635482488502,Cold Snap,4.08
2023-03-01,IDM00096087,BATAM/HANG NADIM,Indonesia,2023,3,27.0,31.53403805496828,-4.081874524676173,Cold Snap,4.08
2024-04-15,IDM00097320,ALOR/MALI/KALABAHI,Indonesia,2024,4,28.6,31.96371308016879,-4.0801424664117825,Cold Snap,4.08
2018-12-22,IDM00097748,GESER,Indonesia,2018,12,27.8,32.27804154302671,-4.076578365341386,Cold Snap,4.08
2011-12-05,ID000097502,SORONG/JEFMAN,Indonesia,2011,12,27.2,31.831395348837226,-4.080895111350689,Cold Snap,4.08
2010-11-10,IDM00096595,MUARATEWE/BERINGIN,Indonesia,2010,11,26.0,32.76857142857142,-4.084157641966712,Cold Snap,4.08
2001-11-15,TH000048426,LOP BURI,Thailand,2001,11,26.4,33.11718750000002,-4.077057300808787,Cold Snap,4.08
2007-11-02,ID000096805,CILACAP,Indonesia,2007,11,26.6,31.029683698296846,-4.081323632511102,Cold Snap,4.08
2021-08-28,IDM00096695,KOTABARU/SETAGEN,Indonesia,2021,8,26.1,31.21013289036546,-4.075268615322293,Cold Snap,4.08
2019-11-02,ID000096805,CILACAP,Indonesia,2019,11,26.6,31.029683698296846,-4.081323632511102,Cold Snap,4.08
2011-04-15,RP000986530,SURIGAO,Philippines,2011,4,26.0,31.9156765676568,-4.07809641754925,Cold Snap,4.08
2016-06-30,IDM00096935,SURABAYA JUANDA,Indonesia,2016,6,28.6,31.786440677966088,-4.078093448913552,Cold Snap,4.08
2005-08-13,TH000048300,MAE HONG SON,Thailand,2005,8,24.8,32.289898989898994,-4.079855464650441,Cold Snap,4.08
2016-01-25,TH000048462,ARANYAPRATHET,Thailand,2016,1,24.3,33.00215439856374,-4.081200145674536,Cold Snap,4.08
2012-03-01,IDM00096237,PANGKALPINANG,Indonesia,2012,3,26.2,31.40550239234451,-4.079583524323304,Cold Snap,4.08
2001-03-31,IDM00096237,PANGKALPINANG,Indonesia,2001,3,26.2,31.40550239234451,-4.079583524323304,Cold Snap,4.08
2011-12-10,IDM00097722,AMAHAI,Indonesia,2011,12,28.2,32.191247264770254,-4.079775357347354,Cold Snap,4.08
2005-07-20,IDM00096075,BINAKA,Indonesia,2005,7,25.6,30.996963946869066,-4.07955476021654,Cold Snap,4.08
2011-08-01,TH000048456,DON MUANG,Thailand,2011,8,27.3,33.43222222222223,-4.082156710169561,Cold Snap,4.08
2002-12-12,RPM00098550,DANIEL Z ROMUALDEZ,Philippines,2002,12,38.1,30.317869415807547,4.079046994208721,Heatwave,4.08
2002-06-07,RPM00098132,ITBAYAT,Philippines,2002,6,25.5,31.630930232558146,-4.065009520207498,Cold Snap,4.07
2002-10-27,TH000048353,LOEI,Thailand,2002,10,24.0,31.765707964601756,-4.067737931768961,Cold Snap,4.07
2005-09-28,TH000048300,MAE HONG SON,Thailand,2005,9,26.6,32.954513274336335,-4.065548447914909,Cold Snap,4.07
2010-06-24,IDM00096559,SUSILO,Indonesia,2010,6,25.9,32.88733850129197,-4.071677236412578,Cold Snap,4.07
2010-07-15,IDM00097600,SANANA,Indonesia,2010,7,34.2,30.728438228438215,4.071942389402242,Heatwave,4.07
2001-07-03,IDM00097580,SARMI/ORAI,Indonesia,2001,7,36.4,30.86630434782607,4.074603438883188,Heatwave,4.07
2011-03-23,TH000048455,BANGKOK METROPOLIS,Thailand,2011,3,29.0,34.99599271402548,-4.065781200859885,Cold Snap,4.07
2011-03-31,TH000048455,BANGKOK METROPOLIS,Thailand,2011,3,29.0,34.99599271402548,-4.065781200859885,Cold Snap,4.07
2003-06-17,RP000098232,APARRI,Philippines,2003,6,28.0,33.963048498845254,-4.0720104580745,Cold Snap,4.07
2004-06-08,RPM00098222,VIGAN,Philippines,2004,6,26.5,32.24491150442477,-4.0677301044919005,Cold Snap,4.07
2011-06-25,RPM00098222,VIGAN,Philippines,2011,6,26.5,32.24491150442477,-4.0677301044919005,Cold Snap,4.07
2000-10-09,VMW00041010,NHA TRANG,Vietnam,2000,10,24.4,30.289884393063588,-4.074726907366769,Cold Snap,4.07
2004-02-06,TH000048383,MUKDAHAN,Thailand,2004,2,20.0,33.35920000000003,-4.066558992838099,Cold Snap,4.07
2006-06-18,IDM00096011,SULTAN ISKANDARMUDA,Indonesia,2006,6,27.2,33.688446215139415,-4.066689033981789,Cold Snap,4.07
2024-09-03,RPM00098222,VIGAN,Philippines,2024,9,26.0,31.06229508196723,-4.068589600420796,Cold Snap,4.07
2013-01-06,IDM00097380,SABU/TARDAMU,Indonesia,2013,1,27.2,31.80137299771166,-4.070510087746116,Cold Snap,4.07
2010-09-08,RPM00098222,VIGAN,Philippines,2010,9,26.0,31.06229508196723,-4.068589600420796,Cold Snap,4.07
2011-03-29,TH000048407,UBON RATCHATHANI,Thailand,2011,3,26.6,36.010328638497676,-4.0672732281082835,Cold Snap,4.07
2011-03-29,MYM00048615,SULTAN ISMAIL PETRA,Malaysia,2011,3,26.4,31.37602523659308,-4.066951707692089,Cold Snap,4.07
2021-10-22,IDM00096559,SUSILO,Indonesia,2021,10,26.0,32.68337408312959,-4.068836807613056,Cold Snap,4.07
2004-06-16,TH000048351,UTTARADIT,Thailand,2004,6,26.5,34.95158878504673,-4.07051298007709,Cold Snap,4.07
2009-07-14,RP000098755,HINATUAN,Philippines,2009,7,26.3,32.78217213114754,-4.067021900547056,Cold Snap,4.07
2008-02-12,MYM00096471,KOTA KINABALU INTL,Malaysia,2008,2,26.3,31.54191919191919,-4.071993436301929,Cold Snap,4.07
